Time (min),Blood Glucose (mg/dl),Sensor Glucose Readings(mg/dl)
2999,163.6461671,185.2730724
3000,162.2429941,183.80149
3001,160.8663734,182.2861266
3002,159.5162267,180.728327
3003,158.1924418,179.1293419
3004,156.8948761,177.4903313
3005,155.6233595,175.8123691
3006,154.3776975,174.0964467
3007,153.1576733,172.3434772
3008,151.9630508,170.5542988
3009,150.7935767,168.8018929
3010,149.6489826,167.0869595
3011,148.528987,165.4101345
3012,147.4332971,163.7719931
3013,146.3616107,162.1730537
3014,145.3136174,160.6137803
3015,144.2890007,159.0945861
3016,143.2874387,157.6158361
3017,142.308606,156.1778503
3018,141.3521742,154.7809063
3019,140.4178139,153.4252418
3020,139.5051947,152.1110575
3021,138.6139872,150.838519
3022,137.7438631,149.6077598
3023,136.8944964,148.418883
3024,136.0655642,147.2679766
3025,135.2567472,146.1550897
3026,134.4677306,145.0802475
3027,133.6982049,144.043453
3028,132.9478661,143.0446889
3029,132.2164165,142.0839195
3030,131.5035653,141.1610918
3031,130.8090291,140.2761377
3032,130.1325324,139.4289753
3033,129.473808,138.61951
3034,128.8325978,137.8476365
3035,128.2086528,137.1132396
3036,127.6017338,136.4161956
3037,127.0116122,135.7563738
3038,126.4380699,135.1336372
3039,125.8808999,134.4593429
3040,125.3399073,133.7333454
3041,124.814909,132.9554959
3042,124.305735,132.1256441
3043,123.8122281,131.2436387
3044,123.3342455,130.3093286
3045,122.8716583,129.3225635
3046,122.4243529,128.2831953
3047,121.9922315,127.1910784
3048,121.5752126,126.046071
3049,121.173232,124.8480358
3050,120.7862437,123.596841
3051,120.4142207,122.2923608
3052,120.0571558,120.9344767
3053,119.7150632,119.5230782
3054,119.3879793,118.2198155
3055,119.0759643,117.0245968
3056,118.7791031,115.937341
3057,118.4975076,114.9579789
3058,118.2313181,114.086454
3059,117.9807051,113.3227237
3060,117.7458715,112.6667606
3061,117.5270552,112.1185533
3062,117.3245313,111.6781081
3063,117.1386152,111.3454503
3064,116.9696656,111.1206254
3065,116.8180881,111.0037012
3066,116.6843388,110.9947692
3067,116.5689289,111.0939465
3068,116.4724288,111.3013783
3069,116.3954734,111.5135035
3070,116.3387676,111.7305296
3071,116.3030921,111.9526991
3072,116.2893097,112.1802923
3073,116.2983723,112.413631
3074,116.3313277,112.6530811
3075,116.3893269,112.8990566
3076,116.473631,113.1520237
3077,116.5856182,113.4125042
3078,116.7267897,113.6810804
3079,116.8987734,113.9583988
3080,117.1033261,114.2451746
3081,117.3423306,114.5421954
3082,117.6177886,114.8503247
3083,117.9318042,115.1705042
3084,118.2865584,115.530532
3085,118.6842686,115.9315064
3086,119.127132,116.3745983
3087,119.6172487,116.8610435
3088,120.1565217,117.3921282
3089,120.746535,117.9691696
3090,121.3884104,118.5934876
3091,122.0826522,119.2663694
3092,122.8289906,119.9890265
3093,123.6262404,120.7625432
3094,124.4721957,121.5878218
3095,125.3635763,122.4655255
3096,126.2960416,123.3960234
3097,127.2642742,124.3793429
3098,128.2621277,125.4151326
3099,129.2828239,126.4565619
3100,130.319177,127.5024678
3101,131.363825,128.5512851
3102,132.4094464,129.6010692
3103,133.4489498,130.6495295
3104,134.4756276,131.6940726
3105,135.4832712,132.7318517
3106,136.4662486,133.7598182
3107,137.4195492,134.7747746
3108,138.3388009,135.7734258
3109,139.2202651,136.7524269
3110,140.0608155,137.7084281
3111,140.8579051,138.6381132
3112,141.6095254,139.5382347
3113,142.314162,140.4056431
3114,142.970748,141.2574828
3115,143.5786166,142.0908686
3116,144.1374566,142.9030725
3117,144.6472686,143.6915358
3118,145.1083247,144.4538764
3119,145.521131,145.1878944
3120,145.8863936,145.891574
3121,146.2049871,146.5630836
3122,146.4779269,147.2007739
3123,146.7063439,147.803174
3124,146.8914626,148.3689871
3125,147.0345808,148.8970838
3126,147.1370528,149.3864962
3127,147.2002738,149.8364097
3128,147.2256666,150.2461558
3129,147.2146702,150.5587687
3130,147.1687298,150.7738469
3131,147.0892882,150.8911097
3132,146.9777784,150.9103896
3133,146.8356175,150.8316229
3134,146.6642016,150.6548429
3135,146.4649012,150.3801708
3136,146.2390577,150.0078094
3137,145.9879806,149.5380345
3138,145.712945,148.9711888
3139,145.4151902,148.3076751
3140,145.0959176,147.5479495
3141,144.7562908,146.6925159
3142,144.3974338,145.7419199
3143,144.0204318,144.6967441
3144,143.6263302,143.7528434
3145,143.2161355,142.9108588
3146,142.7908152,142.171454
3147,142.3469328,141.5352202
3148,141.8748225,141.0022189
3149,141.3720016,140.5720619
3150,140.8421534,140.2444719
3151,140.2897306,140.019468
3152,139.719403,139.897365
3153,139.1368208,139.8787899
3154,138.5496541,139.9647608
3155,137.9680902,140.1568162
3156,137.4037793,140.4571203
3157,136.8675618,140.8684454
3158,136.3677303,141.3940133
3159,135.909746,141.8605206
3160,135.4968753,142.27148
3161,135.1309869,142.6303379
3162,134.8127725,142.9404013
3163,134.5411173,143.204745
3164,134.3139232,143.4261325
3165,134.1284233,143.6069859
3166,133.9813186,143.7493687
3167,133.8688862,143.8549782
3168,133.7870643,143.9251449
3169,133.7315226,143.9608365
3170,133.6977229,143.9626662
3171,133.6809773,143.9309043
3172,133.6765105,143.8654926
3173,133.679529,143.766063
3174,133.6853009,143.6600323
3175,133.6892435,143.546481
3176,133.6870153,143.424257
3177,133.6746041,143.2920096
3178,133.6484042,143.1482268
3179,133.605274,142.9912743
3180,133.5425724,142.8194354
3181,133.4581701,142.6309502
3182,133.3504398,142.4240508
3183,133.2182286,142.1969947
3184,133.0608167,141.9480928
3185,132.8778694,141.6757322
3186,132.6693848,141.3783954
3187,132.4356419,141.0546737
3188,132.1771509,140.7032771
3189,131.8946077,140.4195059
3190,131.5888533,140.2023215
3191,131.260838,140.0508122
3192,130.9115911,139.9641912
3193,130.5421952,139.9417927
3194,130.1537646,139.9830667
3195,129.7474281,140.0875727
3196,129.3243144,140.2549732
3197,128.8855412,140.4850267
3198,128.4322061,140.7775798
3199,127.9653796,141.1325606
3200,127.4861003,141.5499708
3201,126.9953708,142.0298791
3202,126.4941553,142.572414
3203,125.9833777,143.1777575
3204,125.4639207,143.6114205
3205,124.9366255,143.8736737
3206,124.4022921,143.964824
3207,123.8616792,143.8852089
3208,123.3155056,143.6351926
3209,122.7644509,143.215161
3210,122.2091568,142.6255179
3211,121.6502279,141.8666818
3212,121.088234,140.9390819
3213,120.5237104,139.8431556
3214,119.9571602,138.5793457
3215,119.3890553,137.1480978
3216,118.819838,135.5498583
3217,118.2499221,133.7850724
3218,117.679695,131.8541822
3219,117.1095182,129.999234
3220,116.5397292,128.2206597
3221,115.9706426,126.5188842
3222,115.4025511,124.8943247
3223,114.8357272,123.3473894
3224,114.2704238,121.8784769
3225,113.7068755,120.4879756
3226,113.1452998,119.1762635
3227,112.5858976,117.9437072
3228,112.0288547,116.7906623
3229,111.4743423,115.7174724
3230,110.9225182,114.7244695
3231,110.3735272,113.8119739
3232,109.827502,112.9802938
3233,109.2845641,112.2297256
3234,108.7448244,111.5517744
3235,108.2083837,110.9467132
3236,107.6753335,110.4148031
3237,107.1457565,109.9562941
3238,106.6197272,109.5714246
3239,106.0973122,109.2604223
3240,105.5785711,109.0235039
3241,105.0635567,108.8608758
3242,104.5523154,108.7727339
3243,104.0448877,108.7592641
3244,103.5413085,108.8206427
3245,103.0416078,108.9570366
3246,102.5458105,109.1686035
3247,102.0539373,109.4554921
3248,101.5660045,109.8178427
3249,101.0820247,110.0950261
3250,100.6020069,110.2871662
3251,100.1259567,110.3943795
3252,99.65387654,110.4167751
3253,99.18576623,110.354455
3254,98.72162278,110.2075142
3255,98.26144085,109.9760416
3256,97.80521284,109.6601195
3257,97.35292913,109.2598244
3258,96.90457824,108.7752271
3259,96.46014697,108.2063929
3260,96.01962059,107.5533819
3261,95.58298298,106.8162492
3262,95.15021676,105.9950454
3263,94.72130344,105.0898163
3264,94.29622352,104.1970713
3265,93.87495665,103.316848
3266,93.45748169,102.4491804
3267,93.04377687,101.5940985
3268,92.63381987,100.7516292
3269,92.2275879,99.92179605
3270,91.82505784,99.10461951
3271,91.42620627,98.30011722
3272,91.0310096,97.5083041
3273,90.63944095,96.72919256
3274,90.29479817,95.96380372
3275,90.01189441,95.2160796
3276,89.73996986,94.48783175
3277,89.45546264,93.77811782
3278,89.1581059,93.08543868
3279,88.85526881,92.45422065
3280,88.56546923,91.88419628
3281,88.32957235,91.37699633
3282,88.22306692,90.93792289
3283,88.35495043,90.57805996
3284,88.84440035,90.31541656
3285,89.79263159,90.17415776
3286,91.2711563,90.18252611
3287,93.32552774,90.37069716
3288,95.98382584,90.7692299
3289,99.26067005,91.40809377
3290,103.1500935,92.31558439
3291,107.6313027,93.51721676
3292,112.6728873,95.0351062
3293,118.2348385,96.88756437
3294,124.2701822,98.9965939
3295,130.726309,101.3722378
3296,137.5460717,104.020276
3297,144.6687207,106.9422395
3298,152.0307424,110.1354803
3299,159.5666709,113.5932914
3300,167.2099357,117.3050727
3301,174.8937961,121.2565438
3302,182.55239,125.4300087
3303,190.1218878,129.8046747
3304,197.54132,134.357024
3305,204.7519842,139.0611477
3306,211.7028507,143.8892208
3307,218.3498261,148.8121363
3308,224.6556557,153.8000288
3309,230.5901654,158.8615588
3310,236.1302066,163.9668411
3311,241.2593513,169.086657
3312,245.9673958,174.1928355
3313,250.24974,179.2585732
3314,254.1067009,184.2586887
3315,257.5428076,189.1698156
3316,260.5661493,193.9705367
3317,263.1922627,198.641576
3318,265.4374754,203.1660673
3319,267.3152815,207.5291741
3320,268.8406674,211.7179687
3321,270.0296934,215.7213911
3322,270.8991413,219.5301847
3323,271.4662185,223.1368154
3324,271.748314,226.5099427
3325,271.7627979,229.6451889
3326,271.5268594,232.5395968
3327,271.0573774,235.1915202
3328,270.3708176,237.6005138
3329,269.4831543,239.7672253
3330,268.4098105,241.693289
3331,267.1656151,243.3812235
3332,265.7647726,244.8343337
3333,264.220845,246.0566182
3334,262.5467422,247.0526804
3335,260.7547201,247.8276469
3336,258.8563849,248.3870899
3337,256.8627016,248.736956
3338,254.7840078,248.8834996
3339,252.6318448,248.8996279
3340,250.4189083,248.7922941
3341,248.1537257,248.5686678
3342,245.8441911,248.2359832
3343,243.4976777,247.8015008
3344,241.121055,247.2724713
3345,238.7207082,246.6561044
3346,236.3025595,245.9595404
3347,233.8720886,245.1898248
3348,231.434355,244.3538865
3349,228.9940194,243.4585185
3350,226.555365,242.5103613
3351,224.1223189,241.5158892
3352,221.6984723,240.481398
3353,219.2871004,239.4129957
3354,216.8911819,238.267709
3355,214.5134172,237.0512486
3356,212.1562463,235.7691192
3357,209.8218658,234.4266165
3358,207.5122447,233.0288254
3359,205.2291404,231.5806193
3360,202.9741127,230.0866609
3361,200.7485382,228.5514033
3362,198.5536229,226.9790921
3363,196.390415,225.3737685
3364,194.25981,223.7392726
3365,192.1620248,222.0792335
3366,190.0972823,220.3970465
3367,188.066177,218.6959164
3368,186.0691881,216.9788734
3369,184.1066906,215.2207952
3370,182.1789642,213.4243751
3371,180.2862026,211.5921454
3372,178.4285213,209.7264822
3373,176.6059648,207.8296111
3374,174.8185134,205.9036127
3375,173.0660892,203.9504278
3376,171.3485619,201.9718632
3377,169.6657541,199.9695971
3378,168.0174457,197.9451847
3379,166.4033791,195.9000633
3380,164.8232625,193.8355582
3381,163.2767745,191.7528876
3382,161.7635671,189.6531679
3383,160.2832692,187.5374187
3384,158.8354895,185.4817253
3385,157.4198195,183.4869285
3386,156.035836,181.5537864
3387,154.6831036,179.6829797
3388,153.3611765,177.8751152
3389,152.0696013,176.1307305
3390,150.8079181,174.4502983
3391,149.5756628,172.8342296
3392,148.3723686,171.2828782
3393,147.1975674,169.796544
3394,146.0507912,168.3754766
3395,144.9315735,167.0198784
3396,143.8394504,165.7299084
3397,142.7739617,164.5056844
3398,141.7346519,163.3472869
3399,140.7210712,162.2512307
3400,139.7327764,161.2175289
3401,138.7693316,160.2461649
3402,137.8303092,159.3370949
3403,136.9152902,158.4902504
3404,136.0238654,157.70554
3405,135.1556356,156.982852
3406,134.3102126,156.322056
3407,133.4872192,155.7230052
3408,132.6862904,155.1855381
3409,131.9070736,154.7094803
3410,131.1492292,154.294646
3411,130.4124311,153.9408399
3412,129.696367,153.6478584
3413,129.0007395,153.4154916
3414,128.325266,153.1243331
3415,127.6696796,152.7741637
3416,127.0337294,152.3647615
3417,126.4171813,151.8959033
3418,125.8198186,151.3673658
3419,125.2414423,150.7789267
3420,124.6818722,150.1303659
3421,124.1409473,149.4214665
3422,123.6185267,148.6520157
3423,123.1144904,147.8218066
3424,122.6287401,146.9306382
3425,122.1612003,145.9783173
3426,121.7118194,144.9646591
3427,121.2805707,143.8894884
3428,120.8674536,142.7526405
3429,120.4724952,141.7116935
3430,120.0957517,140.7665073
3431,119.73731,139.9169556
3432,119.3972898,139.1629269
3433,119.0758453,138.5043264
3434,118.7731675,137.9410766
3435,118.4894869,137.4731188
3436,118.2250762,137.1004149
3437,117.980253,136.8229484
3438,117.7553832,136.6407265
3439,117.5508853,136.5537815
3440,117.3672334,136.5621728
3441,117.2049628,136.6659892
3442,117.064674,136.8653506
3443,116.9470387,137.1604109
3444,116.8528057,137.4192066
3445,116.782807,137.6419673
3446,116.7379654,137.8289651
3447,116.7193015,137.980518
3448,116.7279426,138.0969935
3449,116.7651305,138.1788128
3450,116.8322309,138.2264548
3451,116.930742,138.2404609
3452,117.0623038,138.2214398
3453,117.2287054,138.1700729
3454,117.4318922,138.0871193
3455,117.6739695,137.973421
3456,117.957203,137.8299083
3457,118.2840131,137.6576042
3458,118.6569617,137.457628
3459,119.078727,137.207505
3460,119.5520647,136.9085518
3461,120.0797494,136.5621802
3462,120.6644936,136.1698898
3463,121.3088396,135.7332547
3464,122.0150234,135.2539034
3465,122.7848098,134.7334893
3466,123.6193062,134.1736525
3467,124.5187649,133.5759708
3468,125.4823924,132.9419016
3469,126.5081886,132.2727153
3470,127.5928387,131.5694249
3471,128.7316804,130.832715
3472,129.9187574,130.0628762
3473,131.1469588,129.2597503
3474,132.4082332,128.57162
3475,133.6938529,127.9973294
3476,134.994702,127.5352121
3477,136.301561,127.1831082
3478,137.605366,126.9383987
3479,138.8974289,126.7980538
3480,140.1696095,126.7586901
3481,141.4144399,126.8166339
3482,142.6252044,126.9679877
3483,143.7959797,127.208695
3484,144.9216439,127.534604
3485,145.9978614,127.941525
3486,147.0210485,128.4252843
3487,147.9883278,128.9817703
3488,148.8974748,129.6069744
3489,149.7468596,130.2518312
3490,150.5353886,130.9126339
3491,151.2624458,131.5858634
3492,151.9278371,132.2682051
3493,152.531737,132.9565616
3494,153.0746397,133.6480605
3495,153.5573132,134.3400597
3496,153.9807581,135.0301486
3497,154.3461705,135.7161465
3498,154.6549077,136.3961001
3499,154.9084589,137.0682772
3500,155.1084181,137.7311606
3501,155.256461,138.3834399
3502,155.354324,139.0240025
3503,155.4037864,139.6519241
3504,155.4066545,140.2598993
3505,155.3647483,140.8473499
3506,155.2798894,141.413855
3507,155.1538915,141.9591404
3508,154.9885513,142.4830683
3509,154.7856418,142.9856269
3510,154.5469059,143.4669206
3511,154.2740518,143.9271598
3512,153.9687487,144.3666521
3513,153.6326236,144.7857927
3514,153.2672587,145.1850564
3515,152.8741896,145.5649888
3516,152.4549036,145.9261989
3517,152.010839,146.2693516
3518,151.5433846,146.595161
3519,151.0538791,146.8055918
3520,150.5436117,146.9014371
3521,150.0138219,146.883521
3522,149.4657003,146.7526929
3523,148.9003897,146.5098233
3524,148.3189849,146.1557986
3525,147.722535,145.6915178
3526,147.1120435,145.1178878
3527,146.4884699,144.4358206
3528,145.8527307,143.6462297
3529,145.2057009,142.7500276
3530,144.5482153,141.748123
3531,143.8810695,140.6414183
3532,143.2050217,139.4308077
3533,142.5191164,138.1171432
3534,141.8172836,136.8800445
3535,141.0955054,135.719646
3536,140.3556612,134.6360274
3537,139.6009194,133.6294451
3538,138.8347168,132.7003542
3539,138.0613706,131.8494291
3540,137.2871076,131.0776409
3541,136.5207777,130.3863909
3542,135.7731378,129.7776409
3543,135.0546766,129.2539336
3544,134.3736845,128.8182668
3545,133.7357589,128.4738947
3546,133.1443393,128.2241494
3547,132.6014709,128.0723201
3548,132.1080412,128.0215789
3549,131.6631832,127.9714479
3550,131.2650161,127.924602
3551,130.910956,127.8833937
3552,130.5978609,127.8498325
3553,130.322145,127.8255747
3554,130.0798694,127.8119214
3555,129.8668144,127.8098199
3556,129.678541,127.8198717
3557,129.5104475,127.8423418
3558,129.3578276,127.8771728
3559,129.2159346,127.9240004
3560,129.0800554,127.982174
3561,128.945593,128.05078
3562,128.8081555,128.1286695
3563,128.6636442,128.2144905
3564,128.508334,128.2417374
3565,128.3389373,128.2087597
3566,128.152648,128.1138153
3567,127.947161,127.955109
3568,127.7206708,127.7308288
3569,127.4718495,127.4391789
3570,127.1998115,127.0784095
3571,126.904068,126.6468405
3572,126.5844768,126.1428818
3573,126.2411912,125.5650482
3574,125.8746101,124.9119704
3575,125.4853314,124.1824018
3576,125.0741106,123.3752223
3577,124.641824,122.4894387
3578,124.1894364,121.5241836
3579,123.7179748,120.663469
3580,123.2285053,119.9066676
3581,122.7221147,119.2532634
3582,122.1998954,118.702846
3583,121.6629333,118.2551035
3584,121.112298,117.9098147
3585,120.5490355,117.6668426
3586,119.9741623,117.5261268
3587,119.3886617,117.4876762
3588,118.79348,117.5515626
3589,118.1895251,117.7179137
3590,117.5776652,117.9869071
3591,116.9587279,118.3587644
3592,116.3335006,118.8337453
3593,115.7027304,119.4121431
3594,115.0671249,119.850456
3595,114.4273532,120.1490297
3596,113.784047,120.3082297
3597,113.1378015,120.3284378
3598,112.489177,120.2100487
3599,111.8387,119.9534667
3600,111.1868649,119.5591031
3601,110.5341352,119.0273737
3602,109.8809448,118.3586962
3603,109.2276999,117.5534887
3604,108.5747796,116.6121675
3605,107.9225378,115.5351455
3606,107.2713046,114.3228312
3607,106.6213868,112.9756269
3608,105.9730702,111.4939282
3609,105.3266198,110.1184828
3610,104.6822815,108.8496694
3611,104.0402829,107.6878578
3612,103.4008347,106.6334076
3613,102.764131,105.6866681
3614,102.130351,104.8479782
3615,101.4996594,104.1176656
3616,100.8722075,103.4960468
3617,100.2481338,102.9834273
3618,99.6275648,102.5801011
3619,99.01061598,102.2863508
3620,98.39739216,102.1024478
3621,97.78798835,102.0286522
3622,97.18249025,102.0652129
3623,96.58097493,102.2123681
3624,95.98351131,102.205263
3625,95.3901607,102.0441144
3626,94.80097732,101.7291283
3627,94.21600871,101.2605006
3628,93.63529622,100.6384174
3629,93.05887539,99.86305492
3630,92.48677636,98.93458016
3631,91.91902423,97.85315088
3632,91.35563942,96.61891598
3633,90.79663796,95.23201584
3634,90.24203187,93.69258251
3635,89.69182936,92.00074008
3636,89.1460352,90.1566049
3637,88.60465091,88.16028591
3638,88.06767505,86.01188491
3639,87.5351034,84.02207472
3640,87.00692925,82.19094371
3641,86.48314355,80.51857392
3642,85.96373511,79.00504134
3643,85.44869081,77.65041619
3644,84.93799576,76.45476316
3645,84.43163345,75.41814169
3646,83.92958593,74.54060616
3647,83.43183393,73.8222062
3648,82.93835702,73.26298685
3649,82.44913373,72.86298884
3650,81.96414167,72.6222488
3651,81.48335767,72.54079945
3652,81.00675785,72.61866982
3653,80.53431777,72.85588547
3654,80.06601251,73.08969722
3655,79.60181674,73.32012423
3656,79.14170486,73.54718272
3657,78.68565106,73.77088616
3658,78.2336294,73.99124545
3659,77.78561389,74.20826906
3660,77.34157858,74.42196322
3661,76.90149761,74.63233204
3662,76.46534531,74.83937768
3663,76.03309624,75.04310046
3664,75.60472527,75.24349906
3665,75.18020763,75.44057057
3666,74.759519,75.6343107
3667,74.34263554,75.82471382
3668,73.92953399,76.01177317
3669,73.52019168,76.20240677
3670,73.11458663,76.39660582
3671,72.71269758,76.59436069
3672,72.31450409,76.79566102
3673,71.91998655,77.00049579
3674,71.52912629,77.20885348
3675,71.1419056,77.42072211
3676,70.75830783,77.63608937
3677,70.37831744,77.85494271
3678,70.00192008,78.07726939
3679,69.62910266,78.30305665
3680,69.25985341,78.53229171
3681,68.89416198,78.76496194
3682,68.53201955,79.00105488
3683,68.17341887,79.24055838
3684,67.8183544,79.50834928
3685,67.46682239,79.80441626
3686,67.11882102,80.12874857
3687,66.77435052,80.48133611
3688,66.43341329,80.86216953
3689,66.09601405,81.27124032
3690,65.76216004,81.70854093
3691,65.43186112,82.17406485
3692,65.10513005,82.66780675
3693,64.78198262,83.1897626
3694,64.46243795,83.73992973
3695,64.1465187,84.31830707
3696,63.83425137,84.9248952
3697,63.52566662,85.55969654
3698,63.22079957,86.22271551
3699,62.9196902,86.7890628
3700,62.62238379,87.25874736
3701,62.32893129,87.63178072
3702,62.03938991,87.90817717
3703,61.75382358,88.08795407
3704,61.47230356,88.17113205
3705,61.19490907,88.15773532
3706,60.92172797,88.04779197
3707,60.65285745,87.84133435
3708,60.38840477,87.53839934
3709,60.12848801,87.13902883
3710,59.87323678,86.64327007
3711,59.62279293,86.05117609
3712,59.37731104,85.36280619
3713,59.13695886,84.57822633
3714,58.90191727,83.82270293
3715,58.67237997,83.09631656
3716,58.44855236,82.39915559
3717,58.23064965,81.73131643
3718,58.01889368,81.0929035
3719,57.81350835,80.48402902
3720,57.61471301,79.90481241
3721,57.42271386,79.35537929
3722,57.23769286,78.83585978
3723,57.0597944,78.34638628
3724,56.88911001,77.88709027
3725,56.72566217,77.45809844
3726,56.56938842,77.05952789
3727,56.42012782,76.69148079
3728,56.27761158,76.35403847
3729,56.14145968,75.96579124
3730,56.01118463,75.52676172
3731,55.88620227,75.03693579
3732,55.76584887,74.49625925
3733,55.64940251,73.90463586
3734,55.53610666,73.26192711
3735,55.42519364,72.56795348
3736,55.31590618,71.82249711
3737,55.20751578,71.02530567
3738,55.09933723,70.17609696
3739,54.99073927,69.27456412
3740,54.88115142,68.320381
3741,54.77006767,67.31320755
3742,54.65704751,66.25269505
3743,54.54171485,65.13849086
3744,54.42375552,64.07921157
3745,54.3029136,63.07450952
3746,54.17898721,62.12404491
3747,54.05182384,61.22748861
3748,53.92131566,60.3845246
3749,53.78739473,59.59485184
3750,53.65002852,58.85818578
3751,53.50921559,58.17425942
3752,53.36498153,57.54282413
3753,53.21737528,56.96365
3754,53.06646573,56.43652611
3755,52.91233864,55.96126044
3756,52.75509387,55.53767968
3757,52.59484289,55.1656288
3758,52.4317066,54.84497059
3759,52.26581334,54.6090695
3760,52.09729718,54.45782196
3761,51.9262964,54.39114014
3762,51.75295216,54.40895112
3763,51.57740735,54.51119608
3764,51.39980558,54.69782945
3765,51.22029032,54.96881807
3766,51.03900416,55.32414032
3767,50.85608817,55.76378531
3768,50.6716814,56.28775204
3769,50.48592037,56.89604861
3770,50.29893875,57.58869145
3771,50.11086704,58.36570456
3772,49.92183232,59.22711882
3773,49.73195806,60.17297129
3774,49.54136397,60.96893186
3775,49.3501659,61.61504807
3776,49.15847574,62.11137178
3777,48.96640142,62.45795869
3778,48.77404685,62.65486776
3779,48.58151195,62.70216078
3780,48.38889265,62.59990191
3781,48.19628097,62.34815725
3782,48.00376503,61.94699449
3783,47.81142913,61.3964825
3784,47.61935386,60.69669107
3785,47.4276161,59.84769055
3786,47.23628922,58.84955163
3787,47.04544306,57.70234503
3788,46.85514412,56.40614131
3789,46.66545561,55.2040786
3790,46.47643756,54.09622651
3791,46.28814694,53.08265396
3792,46.10063775,52.16342893
3793,45.91396113,51.33861844
3794,45.72816547,50.60828834
3795,45.54329649,49.97250327
3796,45.35939736,49.43132654
3797,45.17650881,48.98482005
3798,44.9946692,48.63304423
3799,44.81391465,48.37605802
3800,44.63427908,48.21391874
3801,44.45579437,48.14668216
3802,44.27849039,48.17440237
3803,44.10239513,48.29713185
3804,43.92753473,48.42201867
3805,43.75393364,48.54911194
3806,43.58161461,48.67845912
3807,43.41059883,48.81010598
3808,43.24090597,48.94409665
3809,43.07255427,49.08047357
3810,42.90556058,49.21927759
3811,42.73994045,49.36054792
3812,42.5757082,49.50432218
3813,42.41287693,49.65063642
3814,42.25145865,49.79952516
3815,42.09146426,49.9510214
3816,41.93290366,50.10515665
3817,41.77578578,50.26196099
3818,41.62011862,50.42146307
3819,41.46590931,50.50081482
3820,41.31316415,50.50004218
3821,41.16188863,50.41916974
3822,41.01208751,50.25822084
3823,40.86376485,50.01721757
3824,40.71692401,49.69618081
3825,40.57156774,49.29513028
3826,40.42769815,48.81408455
3827,40.2853168,48.25306112
3828,40.14442471,47.6120764
3829,40.00502239,46.89114579
3830,39.86710983,46.0902837
3831,39.73068661,45.20950355
3832,39.59575183,44.24881788
3833,39.46230421,43.20823831
3834,39.33034208,42.20700008
3835,39.19986339,41.24511313
3836,39.07086575,40.32258662
3837,38.94334645,39.4394289
3838,38.81730247,38.59564762
3839,38.6927305,37.79124971
3840,38.56962695,37.02624142
3841,38.44798799,36.30062834
3842,38.32780953,35.61441545
3843,38.20908726,34.96760711
3844,38.09181668,34.36020711
3845,37.97599305,33.7922187
3846,37.86161146,33.26364459
3847,37.74866684,32.77448699
3848,37.63715394,32.32474761
3849,37.52706734,32
3850,37.41840151,32
3851,37.31115077,32
3852,37.2053093,32
3853,37.10087118,32
3854,36.99783038,32
3855,36.89618076,32
3856,36.79591611,32
3857,36.69703009,32
3858,36.59951633,32
3859,36.50336836,32
3860,36.40857962,32
3861,36.31514354,32
3862,36.22305345,32
3863,36.13230265,32
3864,36.04288438,32
3865,35.95479185,32
3866,35.86801821,32
3867,35.78255661,32
3868,35.69840014,32
3869,35.61554186,32
3870,35.53397485,32
3871,35.45369211,32
3872,35.37468667,32
3873,35.29695152,32
3874,35.22047964,32
3875,35.14526403,32
3876,35.07129763,32
3877,34.99857343,32
3878,34.92708439,32
3879,34.85682347,32
3880,34.78778364,32
3881,34.71995787,32
3882,34.65333914,32
3883,34.58792043,32
3884,34.52369473,32
3885,34.46065504,32
3886,34.39879439,32
3887,34.3381058,32
3888,34.27858231,32
3889,34.22021697,32
3890,34.16300286,32
3891,34.10693308,32
3892,34.05200073,32
3893,33.99819893,32
3894,33.94552085,32
3895,33.89395964,32
3896,33.8435085,32
3897,33.79416064,32
3898,33.7459093,32
3899,33.69874774,32
3900,33.65266924,32
3901,33.60766711,32
3902,33.56373468,32
3903,33.52086532,32
3904,33.47905241,32
3905,33.43828936,32
3906,33.39856962,32
3907,33.35988663,32
3908,33.32223391,32
3909,33.28560497,32
3910,33.24999336,32
3911,33.21539266,32
3912,33.18179647,32
3913,33.14919843,32
3914,33.1175922,32
3915,33.08697147,32
3916,33.05732997,32
3917,33.02866144,32
3918,33.00095968,32
3919,32.97421848,32
3920,32.94843168,32
3921,32.92359316,32
3922,32.89969682,32
3923,32.87673659,32
3924,32.85470641,32
3925,32.83360029,32
3926,32.81341224,32
3927,32.79413631,32
3928,32.77576658,32
3929,32.75829715,32
3930,32.74172218,32
3931,32.72603582,32
3932,32.71123227,32
3933,32.69730577,32
3934,32.68425057,32
3935,32.67206096,32
3936,32.66073126,32
3937,32.65025581,32
3938,32.64062901,32
3939,32.63184524,32
3940,32.62389895,32
3941,32.61678462,32
3942,32.61049672,32
3943,32.60502979,32
3944,32.60037839,32
3945,32.59653709,32
3946,32.59350051,32
3947,32.5912633,32
3948,32.58982012,32
3949,32.58916568,32
3950,32.5892947,32
3951,32.59020194,32
3952,32.59188219,32
3953,32.59433027,32
3954,32.59754101,32
3955,32.60150928,32
3956,32.60623,32
3957,32.61169808,32
3958,32.61790848,32
3959,32.62485619,32
3960,32.63253621,32
3961,32.64094359,32
3962,32.65007339,32
3963,32.65992071,32
3964,32.67048066,32
3965,32.68174841,32
3966,32.69371911,32
3967,32.70638799,32
3968,32.71975025,32
3969,32.73380117,32
3970,32.74853603,32
